Timestamp;Counter;Time;GazeX;GazeY;GazeValid;LeftEyeX;LeftEyeY;LeftPupilDiameter;LeftEyeValid;RightEyeX;RightEyeY;RightPupilDiameter;RightEyeValid;FixationX;FixationY;FixationDuration;FixationID;FixationValid;LeftEye3DX;LeftEye3DY;LeftEye3DZ;RightEye3DX;RightEye3DY;RightEye3DZ;CursorX;CursorY;CursorState;CurrentAOI;EyeDistance;GazeVelocity;BlinkDetected;MovementType;DataQuality
2025-08-07T10:44:51.629151;19269;318.622010;0.654070;0.192330;1;0.625180;0.247130;9.805960;1;0.682950;0.137540;9.905870;1;0.570060;0.326860;0.245700;434;1;0.001910;0.008290;0.581600;0.077970;0.006570;0.619820;0.871350;0.281480;3;top_center;0.123884;29.340881;1;saccade;0.667
2025-08-07T10:44:51.640681;19270;318.638370;0.646150;0.169190;1;0.609590;0.197320;9.123470;1;0.682710;0.141060;9.259940;1;0.599110;0.293310;0.245700;434;0;0.001910;0.008290;0.581600;0.077970;0.006570;0.619820;0.871350;0.281480;0;top_center;0.092259;44.849342;1;saccade;0.667
2025-08-07T10:44:51.658777;19271;318.654690;0.657290;0.163130;1;0.617490;0.179610;9.695270;1;0.697080;0.146660;10.061420;1;0.628200;0.228220;0.245700;434;0;0.001910;0.008290;0.581600;0.077970;0.006570;0.619820;0.871350;0.281480;0;top_center;0.086141;23.311781;0;saccade;0.667
2025-08-07T10:44:51.673939;19272;318.671300;0.654500;0.180840;1;0.618070;0.191660;9.639660;1;0.690930;0.170020;10.007940;1;0.636960;0.212430;0.245700;434;0;0.001800;0.008030;0.563730;0.071720;0.006100;0.570590;0.871350;0.281480;0;top_center;0.076006;32.381250;0;saccade;0.667
2025-08-07T10:44:51.691011;19273;318.687710;0.673300;0.159440;1;0.641250;0.195240;9.616810;1;0.705350;0.123640;9.895090;1;0.661700;0.167800;0.245700;434;0;0.001800;0.008030;0.563730;0.071720;0.006100;0.570590;0.871350;0.281480;0;top_right;0.096101;52.075108;1;saccade;0.667
2025-08-07T10:44:51.706721;19274;318.704100;0.655350;0.206480;1;0.627510;0.230530;9.874020;1;0.683180;0.182440;9.939920;1;0.658520;0.187140;0.245700;434;0;0.001800;0.008030;0.563730;0.071720;0.006100;0.570590;0.871350;0.281480;0;top_center;0.073565;92.156974;1;saccade;0.667
2025-08-07T10:44:51.721753;19275;318.720310;0.652700;0.223720;1;0.628020;0.242620;9.730800;1;0.677370;0.204810;9.798320;1;0.656580;0.199340;0.245700;434;0;0.001700;0.008320;0.583890;0.069860;0.006050;0.556220;0.871350;0.281480;0;top_center;0.062169;32.280962;1;saccade;0.667
2025-08-07T10:44:51.739766;19276;318.737000;0.668770;0.291890;1;0.635380;0.315040;9.515040;1;0.702150;0.268730;9.142000;1;0.659630;0.222470;0.049290;435;1;0.001700;0.008320;0.583890;0.069860;0.006050;0.556220;0.871350;0.281480;0;top_center;0.081258;125.893079;1;saccade;0.667
2025-08-07T10:44:51.756089;19277;318.753450;0.647840;0.250130;1;0.628930;0.258570;9.695270;1;0.666750;0.241700;9.807870;1;0.657270;0.228010;0.065730;435;1;0.001700;0.008320;0.583890;0.069860;0.006050;0.556220;0.871350;0.281480;0;top_center;0.041412;85.188112;1;saccade;0.667
2025-08-07T10:44:51.772364;19278;318.769930;0.650720;0.238560;1;0.628900;0.257810;9.491450;1;0.672540;0.219320;9.716750;1;0.656180;0.229770;0.082210;435;1;0.001500;0.008430;0.591340;0.074220;0.006510;0.593580;0.871350;0.281480;0;top_center;0.058189;21.704595;1;saccade;0.667
