Timestamp;Counter;Time;GazeX;GazeY;GazeValid;LeftEyeX;LeftEyeY;LeftPupilDiameter;LeftEyeValid;RightEyeX;RightEyeY;RightPupilDiameter;RightEyeValid;FixationX;FixationY;FixationDuration;FixationID;FixationValid;LeftEye3DX;LeftEye3DY;LeftEye3DZ;RightEye3DX;RightEye3DY;RightEye3DZ;CursorX;CursorY;CursorState;CurrentAOI;EyeDistance;GazeVelocity;BlinkDetected;MovementType;DataQuality
2025-08-01T11:58:09.147063;421138;6879.156740;0.787310;0.116810;1;0.721080;0.122690;10.015360;1;0.853540;0.110930;10.947340;1;0.789180;0.019080;0.854000;3060;1;-0.062270;0.019060;0.657780;0.000000;0.000000;0.000000;0.872920;0.112960;3;top_right;0.132981;11.371714;0;saccade;0.667
2025-08-01T11:58:09.162664;421139;6879.173340;0.761700;0.077740;1;0.714000;0.067910;10.140240;1;0.809400;0.087570;10.855500;1;0.789080;0.019790;0.870610;3060;1;-0.062270;0.019060;0.657780;0.000000;0.000000;0.000000;0.872920;0.112960;0;top_right;0.097405;84.425584;0;saccade;0.667
2025-08-01T11:58:09.178047;421140;6879.189450;0.775850;0.005150;1;0.723300;0.000450;10.245680;1;0.828400;0.009840;10.800080;1;0.788820;0.019870;0.886720;3060;1;-0.062270;0.019060;0.657780;0.000000;0.000000;0.000000;0.872920;0.112960;0;top_right;0.105519;137.721182;0;saccade;0.667
2025-08-01T11:58:09.193746;421141;6879.206050;0.775900;-0.001340;1;0.723400;-0.012530;10.217380;1;0.828400;0.009840;10.814600;1;0.788560;0.019980;0.903320;3060;1;-0.059760;0.018480;0.631910;0.010060;0.013550;0.580360;0.872920;0.112960;0;top_right;0.105460;11.729264;0;saccade;0.667
2025-08-01T11:58:09.209226;421142;6879.222660;0.780080;0.035220;1;0.736740;0.040460;10.062290;1;0.823420;0.029980;10.793930;1;0.788660;0.020360;0.919920;3060;1;-0.059760;0.018480;0.631910;0.010060;0.013550;0.580360;0.872920;0.112960;0;top_right;0.087311;66.462696;0;saccade;0.667
2025-08-01T11:58:09.225121;421143;6879.239260;0.770880;0.059160;1;0.727540;0.071440;10.350990;1;0.814230;0.046890;11.017880;1;0.782970;0.046040;0.919920;3060;0;-0.059760;0.018480;0.631910;0.010060;0.013550;0.580360;0.872920;0.112960;0;top_right;0.090099;46.349824;0;saccade;0.667
2025-08-01T11:58:09.240338;421144;6879.255370;0.768840;0.071370;1;0.727370;0.084070;10.102400;1;0.810300;0.058670;10.957040;1;0.775900;0.058700;0.919920;3060;0;-0.062270;0.019300;0.657780;0.009750;0.013180;0.562480;0.872920;0.112960;0;top_right;0.086733;23.052597;0;saccade;0.667
2025-08-01T11:58:09.255992;421145;6879.271970;0.781080;0.031880;1;0.718580;0.044040;9.970330;1;0.843570;0.019730;10.754900;1;0.777630;0.049760;0.919920;3060;0;-0.062270;0.019300;0.657780;0.009750;0.013180;0.562480;0.872920;0.112960;0;top_right;0.127332;74.717009;0;saccade;0.667
2025-08-01T11:58:09.271173;421146;6879.288570;0.774930;0.040900;1;0.721540;0.065110;10.213490;1;0.828330;0.016680;10.959840;1;0.776950;0.047550;0.049320;3061;1;-0.062270;0.019300;0.657780;0.009750;0.013180;0.562480;0.872920;0.112960;0;top_right;0.117259;19.729685;0;saccade;0.667
2025-08-01T11:58:09.286315;421147;6879.304690;0.779270;0.027990;1;0.721540;0.065110;10.031630;1;0.837010;-0.009130;11.152710;1;0.777420;0.043640;0.065430;3061;1;-0.060150;0.018530;0.633500;0.010630;0.014520;0.619590;0.872920;0.112960;0;top_right;0.132562;25.347347;0;saccade;0.667
2025-08-01T11:58:09.302234;421148;6879.321290;0.801640;-0.000470;1;0.749480;0.003110;10.001470;1;0.853810;-0.004050;10.909250;1;0.781460;0.036280;0.082030;3061;1;-0.060150;0.018530;0.633500;0.010630;0.014520;0.619590;0.872920;0.112960;0;top_right;0.104376;65.420401;0;saccade;0.667
2025-08-01T11:58:09.317913;421149;6879.337890;0.801630;0.001860;1;0.742170;0.025440;10.217380;1;0.861100;-0.021720;10.895220;1;0.784340;0.031370;0.098630;3061;1;-0.060150;0.018530;0.633500;0.010630;0.014520;0.619590;0.872920;0.112960;0;top_right;0.121620;4.210882;0;saccade;0.667
