Timestamp;Counter;Time;GazeX;GazeY;GazeValid;LeftEyeX;LeftEyeY;LeftPupilDiameter;LeftEyeValid;RightEyeX;RightEyeY;RightPupilDiameter;RightEyeValid;FixationX;FixationY;FixationDuration;FixationID;FixationValid;LeftEye3DX;LeftEye3DY;LeftEye3DZ;RightEye3DX;RightEye3DY;RightEye3DZ;CursorX;CursorY;CursorState;CurrentAOI;EyeDistance;GazeVelocity;BlinkDetected;MovementType;DataQuality
2025-07-31T13:12:49.263968;27867;459.371950;0.814380;0.086750;0;0.814380;0.086750;8.869230;0;0.928550;0.086270;7.837690;0;0.000000;0.000000;0.525790;340;0;-0.022980;0.023040;0.710430;0.049040;0.020690;0.723540;0.903120;0.285190;3;top_right;0.132564;40.789233;1;saccade;0.000
2025-07-31T13:12:49.278950;27868;459.388580;0.817600;0.264460;1;0.817600;0.264460;7.407010;1;0.928550;0.086270;7.837690;0;0.408800;0.132230;0.525790;340;0;-0.022980;0.023040;0.710430;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;29.459531;1;saccade;0.500
2025-07-31T13:12:49.294245;27869;459.404820;0.819200;0.244240;1;0.819200;0.244240;7.407010;1;0.928550;0.086270;7.837690;0;0.545600;0.169570;0.525790;340;0;-0.023040;0.023590;0.727130;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;37.468975;1;saccade;0.500
2025-07-31T13:12:49.309761;27870;459.421230;0.881320;0.213450;1;0.881320;0.213450;6.874480;1;0.928550;0.086270;7.837690;0;0.839370;0.240720;0.525790;340;0;-0.023040;0.023590;0.727130;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;126.749441;1;saccade;0.500
2025-07-31T13:12:49.325297;27871;459.437650;0.844580;0.104710;1;0.844580;0.104710;6.542030;1;0.928550;0.086270;7.837690;0;0.841980;0.172710;0.525790;340;0;-0.023040;0.023590;0.727130;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;209.705818;1;saccade;0.500
2025-07-31T13:12:49.341300;27872;459.454070;0.844580;0.104710;1;0.844580;0.104710;7.200890;1;0.928550;0.086270;7.837690;0;0.842850;0.150040;0.525790;340;0;-0.022470;0.022810;0.703110;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;0.000000;1;fixation;0.500
2025-07-31T13:12:49.356609;27873;459.470490;0.756170;0.270780;1;0.756170;0.270780;6.730290;1;0.928550;0.086270;7.837690;0;0.821180;0.180230;0.049260;341;1;-0.022470;0.022810;0.703110;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;343.734066;1;saccade;0.500
2025-07-31T13:12:49.372383;27874;459.487000;0.854470;0.220140;1;0.854470;0.220140;7.324490;1;0.928550;0.086270;7.837690;0;0.827830;0.188210;0.065770;341;1;-0.022470;0.022810;0.703110;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;200.927536;1;saccade;0.500
2025-07-31T13:12:49.388384;27875;459.503360;0.852440;0.241050;1;0.852440;0.241050;7.497980;1;0.928550;0.086270;7.837690;0;0.831940;0.197020;0.082120;341;1;-0.022820;0.023020;0.709650;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;38.523792;1;saccade;0.500
2025-07-31T13:12:49.418992;27876;459.519810;0.786900;0.200510;1;0.786900;0.200510;6.950320;1;0.928550;0.086270;7.837690;0;0.825500;0.197520;0.098570;341;1;-0.022820;0.023020;0.709650;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;140.543706;1;saccade;0.500
2025-07-31T13:12:49.434382;27877;459.536290;0.851350;0.163770;1;0.851350;0.163770;6.990290;1;0.928550;0.086270;7.837690;0;0.828730;0.193300;0.115050;341;1;-0.022820;0.023020;0.709650;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;135.048158;1;saccade;0.500
2025-07-31T13:12:49.449818;27878;459.552980;0.853270;0.141410;1;0.853270;0.141410;7.519860;1;0.928550;0.086270;7.837690;0;0.831460;0.187530;0.131740;341;1;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.500
2025-07-31T13:12:49.465322;27879;459.569120;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.831460;0.187530;0.147890;341;1;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.480792;27880;459.585420;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.831460;0.187530;0.164180;341;1;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.496325;27881;459.602080;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.831460;0.187530;0.180850;341;1;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.511131;27882;459.618380;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.830470;0.180890;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.527158;27883;459.634980;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.830470;0.180890;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.543053;27884;459.651180;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.830470;0.180890;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.558629;27885;459.668030;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.000000;0.000000;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.573527;27886;459.684140;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.000000;0.000000;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.588655;27887;459.700650;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.000000;0.000000;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.621457;27888;459.717380;0.853270;0.141410;0;0.853270;0.141410;7.519860;0;0.928550;0.086270;7.837690;0;0.000000;0.000000;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;40.339631;1;saccade;0.000
2025-07-31T13:12:49.646830;27889;459.733950;0.739970;0.159850;1;0.853270;0.141410;7.519860;0;0.739970;0.159850;8.990180;1;0.369980;0.079930;0.180850;341;0;-0.024280;0.024280;0.748490;0.049040;0.020690;0.723540;0.903120;0.285190;0;top_right;0.132564;19.029250;1;saccade;0.500
2025-07-31T13:12:49.651733;27890;459.750950;0.745100;0.142870;1;0.853270;0.141410;7.519860;0;0.745100;0.142870;8.791870;1;0.495020;0.100910;0.180850;341;0;-0.024280;0.024280;0.748490;-0.025400;0.024550;0.756970;0.903120;0.285190;0;top_right;0.132564;31.302386;1;saccade;0.500
2025-07-31T13:12:49.666918;27891;459.766940;0.698070;0.169680;1;0.853270;0.141410;7.519860;0;0.698070;0.169680;8.124440;1;0.727710;0.157470;0.180850;341;0;-0.024280;0.024280;0.748490;-0.025400;0.024550;0.756970;0.903120;0.285190;0;top_right;0.132564;101.566583;1;saccade;0.500
2025-07-31T13:12:49.681570;27892;459.783690;0.711740;0.167650;1;0.853270;0.141410;7.519860;0;0.711740;0.167650;8.259880;1;0.719730;0.162560;0.180850;341;0;-0.024280;0.024280;0.748490;-0.025400;0.024550;0.756970;0.903120;0.285190;0;top_right;0.132564;24.752070;1;saccade;0.500
2025-07-31T13:12:49.697232;27893;459.799260;0.708110;0.180600;1;0.853270;0.141410;7.519860;0;0.708110;0.180600;8.361030;1;0.715860;0.168570;0.180850;341;0;-0.024280;0.024280;0.748490;-0.022440;0.021570;0.664950;0.903120;0.285190;0;top_right;0.132564;25.913567;1;saccade;0.500
2025-07-31T13:12:49.714553;27894;459.815490;0.665030;0.194360;1;0.853270;0.141410;7.519860;0;0.665030;0.194360;7.569520;1;0.703150;0.175020;0.048550;342;1;-0.024280;0.024280;0.748490;-0.022440;0.021570;0.664950;0.903120;0.285190;0;top_center;0.132564;83.593628;1;saccade;0.500
2025-07-31T13:12:49.729051;27895;459.833400;0.639000;0.267460;1;0.853270;0.141410;7.519860;0;0.639000;0.267460;7.799860;1;0.690320;0.193510;0.066470;342;1;-0.024280;0.024280;0.748490;-0.022440;0.021570;0.664950;0.903120;0.285190;0;top_center;0.132564;129.976891;1;saccade;0.500
2025-07-31T13:12:49.745556;27896;459.849950;0.635230;0.283250;1;0.853270;0.141410;7.519860;0;0.635230;0.283250;7.747460;1;0.681140;0.208460;0.083010;342;1;-0.024280;0.024280;0.748490;-0.024010;0.023020;0.709660;0.903120;0.285190;0;top_center;0.132564;29.426869;1;saccade;0.500
2025-07-31T13:12:49.788708;27897;459.866240;0.639470;0.293040;1;0.853270;0.141410;7.519860;0;0.639470;0.293040;7.757000;1;0.675190;0.220550;0.099300;342;1;-0.024280;0.024280;0.748490;-0.024010;0.023020;0.709660;0.903120;0.285190;0;top_center;0.132564;19.647745;1;saccade;0.500
2025-07-31T13:12:49.790724;27898;459.882870;0.665590;0.246270;1;0.853270;0.141410;7.519860;0;0.665590;0.246270;8.782830;1;0.673990;0.223760;0.115940;342;1;-0.024280;0.024280;0.748490;-0.024010;0.023020;0.709660;0.903120;0.285190;0;top_center;0.132564;96.637635;1;saccade;0.500
