timestamp;session_duration;calm_probability;focus_probability;delta;theta;alpha;beta;gamma;eeg_CP3;eeg_C3;eeg_F5;eeg_PO3;eeg_PO4;eeg_F6;eeg_C4;eeg_CP4
2025-07-03T12:00:50.185993;16.89;0.3641736254575161;0.18679099046356173;4.603;4.607;4.694;2.802;0.795;4.858;-3.951;5.12;21.597;14.409;1.586;-1.672;0.212
2025-07-03T12:00:50.240560;16.94;0.3641736254575161;0.18679099046356173;4.603;4.607;4.694;2.802;0.795;1.06;2.846;-2.521;15.494;5.442;1.426;37.003;-0.763
2025-07-03T12:00:50.352654;17.06;0.3641736254575161;0.18679099046356173;4.603;4.607;4.694;2.802;0.795;-1.867;-1.646;-1.228;3.171;-0.46;-0.975;4.962;-0.363
2025-07-03T12:00:50.360279;17.06;0.3641736254575161;0.18679099046356173;2.157;3.154;3.103;2.64;0.729;-1.867;-1.646;-1.228;3.171;-0.46;-0.975;4.962;-0.363
2025-07-03T12:00:50.464388;17.17;0.3641736254575161;0.18679099046356173;2.157;3.154;3.103;2.64;0.729;-2.999;-0.501;2.214;-18.0;-9.351;-2.021;-9.604;2.844
2025-07-03T12:00:50.519992;17.22;0.3641736254575161;0.18679099046356173;2.157;3.154;3.103;2.64;0.729;2.793;0.116;-0.912;6.096;4.228;0.69;4.273;1.953
2025-07-03T12:00:50.524009;17.23;0.3641736254575161;0.18679099046356173;2.157;3.154;3.103;2.64;0.729;-5.364;1.394;-1.511;-27.961;-13.84;1.384;-25.62;-2.15
2025-07-03T12:00:50.576237;17.28;0.44528510249617836;0.18679099046356173;2.157;3.154;3.103;2.64;0.729;-5.364;1.394;-1.511;-27.961;-13.84;1.384;-25.62;-2.15
2025-07-03T12:00:50.581311;17.28;0.44528510249617836;0.18679099046356173;2.157;3.154;3.103;2.64;0.729;5.308;0.73;-0.58;10.538;3.724;0.513;13.592;-0.236
2025-07-03T12:00:50.640038;17.34;0.44528510249617836;0.18679099046356173;2.157;3.154;3.103;2.64;0.729;0.823;-2.949;1.535;2.126;4.616;-2.198;-15.162;-2.289
2025-07-03T12:00:50.746969;17.45;0.44528510249617836;0.2606860574789199;2.157;3.154;3.103;2.64;0.729;0.823;-2.949;1.535;2.126;4.616;-2.198;-15.162;-2.289
2025-07-03T12:00:50.759086;17.46;0.44528510249617836;0.2606860574789199;2.157;3.154;3.103;2.64;0.729;1.392;2.152;-0.038;18.089;6.387;1.751;19.297;3.781
2025-07-03T12:00:50.764084;17.47;0.44528510249617836;0.2606860574789199;2.301;3.345;4.091;2.803;0.617;1.392;2.152;-0.038;18.089;6.387;1.751;19.297;3.781
2025-07-03T12:00:50.874416;17.58;0.44528510249617836;0.2606860574789199;1.777;1.915;1.702;2.648;0.583;1.392;2.152;-0.038;18.089;6.387;1.751;19.297;3.781
2025-07-03T12:00:50.876936;17.58;0.44528510249617836;0.2606860574789199;1.777;1.915;1.702;2.648;0.583;-1.739;-1.962;2.381;-3.564;-2.769;2.87;-10.289;0.974
2025-07-03T12:00:50.930266;17.63;0.44528510249617836;0.2606860574789199;1.777;1.915;1.702;2.648;0.583;0.348;0.712;-0.519;1.552;2.921;-2.056;30.997;-2.049
2025-07-03T12:00:50.984293;17.69;0.44528510249617836;0.2606860574789199;1.777;1.915;1.702;2.648;0.583;-2.181;0.373;-1.024;-10.096;-6.547;-2.23;-2.45;-2.371
2025-07-03T12:00:51.037112;17.74;0.44528510249617836;0.2606860574789199;1.777;1.915;1.702;2.648;0.583;1.683;1.091;-1.86;4.602;1.513;-3.057;-6.303;1.999
2025-07-03T12:00:51.091692;17.79;0.44528510249617836;0.2606860574789199;1.777;1.915;1.702;2.648;0.583;-0.186;0.82;3.017;-8.186;-2.024;4.911;-19.853;-0.505
2025-07-03T12:00:51.145070;17.85;0.44528510249617836;0.2606860574789199;2.631;2.484;4.208;2.49;0.636;-0.186;0.82;3.017;-8.186;-2.024;4.911;-19.853;-0.505
2025-07-03T12:00:51.148145;17.85;0.44528510249617836;0.2606860574789199;2.631;2.484;4.208;2.49;0.636;-0.583;-0.89;-3.57;3.975;3.847;0.828;2.285;2.677
2025-07-03T12:00:51.150668;17.85;0.44528510249617836;0.2606860574789199;2.631;2.484;4.208;2.49;0.636;1.123;-0.238;1.502;-2.352;-0.718;-3.203;6.233;-1.811
2025-07-03T12:00:51.203211;17.91;0.44528510249617836;0.2606860574789199;2.631;2.484;4.208;2.49;0.636;1.498;1.301;1.825;22.93;10.074;2.853;24.75;1.313
2025-07-03T12:00:51.277151;17.98;0.44528510249617836;0.2606860574789199;2.631;2.484;4.208;2.49;0.636;-1.678;-4.491;-0.995;-6.794;-6.279;-1.651;-12.123;-1.657
2025-07-03T12:00:51.281263;17.98;0.44528510249617836;0.2606860574789199;2.631;2.484;4.208;2.49;0.636;-1.544;0.031;-0.471;-14.498;-7.197;-0.543;-16.154;1.64
2025-07-03T12:00:51.382919;18.09;0.44528510249617836;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;-1.544;0.031;-0.471;-14.498;-7.197;-0.543;-16.154;1.64
2025-07-03T12:00:51.385919;18.09;0.44528510249617836;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;3.507;1.371;-0.432;10.768;6.795;1.176;-3.857;-1.184
2025-07-03T12:00:51.395987;18.1;0.44528510249617836;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;-5.615;2.093;2.671;-12.739;-10.941;-0.548;-12.816;-1.4
2025-07-03T12:00:51.449522;18.15;0.44528510249617836;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;0.752;-2.323;-3.178;-7.96;-0.053;-2.116;-3.05;0.493
2025-07-03T12:00:51.483907;18.19;0.44528510249617836;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;1.03;1.752;1.106;9.282;8.089;2.433;21.693;-1.815
2025-07-03T12:00:51.542148;18.25;0.26818743878714263;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;1.03;1.752;1.106;9.282;8.089;2.433;21.693;-1.815
2025-07-03T12:00:51.594604;18.3;0.26818743878714263;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;4.358;3.38;0.048;11.235;7.382;2.024;-0.385;5.808
2025-07-03T12:00:51.648305;18.35;0.26818743878714263;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;-4.569;-4.975;1.885;-9.942;-10.093;-1.442;-23.084;-2.382
2025-07-03T12:00:51.717995;18.42;0.26818743878714263;0.2606860574789199;2.584;2.347;2.567;3.117;0.649;0.123;0.278;-1.637;-11.117;-5.736;-0.407;-1.336;-4.339
2025-07-03T12:00:51.754595;18.46;0.26818743878714263;0.2175121757039703;2.584;2.347;2.567;3.117;0.649;0.123;0.278;-1.637;-11.117;-5.736;-0.407;-1.336;-4.339
2025-07-03T12:00:51.820423;18.52;0.26818743878714263;0.2175121757039703;3.921;3.55;4.511;3.375;0.651;0.123;0.278;-1.637;-11.117;-5.736;-0.407;-1.336;-4.339
2025-07-03T12:00:51.830086;18.53;0.26818743878714263;0.2175121757039703;3.921;3.55;4.511;3.375;0.651;1.36;0.606;-0.841;18.864;8.118;-1.085;46.341;3.088
2025-07-03T12:00:51.832086;18.54;0.26818743878714263;0.2175121757039703;3.545;3.303;5.053;2.283;0.711;1.36;0.606;-0.841;18.864;8.118;-1.085;46.341;3.088
2025-07-03T12:00:51.886780;18.59;0.26818743878714263;0.2175121757039703;3.545;3.303;5.053;2.283;0.711;0.273;-0.128;-1.541;-7.941;-0.344;-2.305;10.362;0.368
2025-07-03T12:00:51.942274;18.65;0.26818743878714263;0.2175121757039703;3.545;3.303;5.053;2.283;0.711;0.22;1.2;1.137;-1.221;0.044;5.542;-6.437;-0.27
2025-07-03T12:00:51.994954;18.7;0.26818743878714263;0.2175121757039703;3.545;3.303;5.053;2.283;0.711;-1.271;-2.665;0.119;10.675;4.788;-1.313;-20.842;-2.519
2025-07-03T12:00:52.048053;18.75;0.26818743878714263;0.2175121757039703;21.39;26.908;15.437;8.076;1.05;-1.271;-2.665;0.119;10.675;4.788;-1.313;-20.842;-2.519
2025-07-03T12:00:52.051048;18.75;0.26818743878714263;0.2175121757039703;21.39;26.908;15.437;8.076;1.05;-2.819;3.434;3.966;-18.83;-13.523;-1.225;-40.885;-0.409
2025-07-03T12:00:52.104494;18.81;0.26818743878714263;0.2175121757039703;21.39;26.908;15.437;8.076;1.05;4.843;-2.502;-2.543;16.568;8.664;1.519;33.289;0.465
2025-07-03T12:00:52.156786;18.86;0.26818743878714263;0.2175121757039703;21.39;26.908;15.437;8.076;1.05;11.513;1.733;-1.518;78.737;34.148;-2.551;109.839;-1.061
2025-07-03T12:00:52.262889;18.97;0.26818743878714263;0.2175121757039703;21.39;26.908;15.437;8.076;1.05;-20.908;-2.335;3.846;-90.495;-56.28;2.373;-83.004;5.912
2025-07-03T12:00:52.367042;19.07;0.26818743878714263;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;-20.908;-2.335;3.846;-90.495;-56.28;2.373;-83.004;5.912
2025-07-03T12:00:52.368409;19.07;0.26818743878714263;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;-12.259;2.066;-6.947;-119.917;-30.556;-1.558;-178.401;1.713
2025-07-03T12:00:52.422404;19.13;0.26818743878714263;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;20.907;-0.23;4.109;93.884;58.626;-10.82;92.043;0.608
2025-07-03T12:00:52.429037;19.13;0.26818743878714263;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;10.741;-0.286;5.145;153.571;44.783;6.751;143.761;-1.255
2025-07-03T12:00:52.534599;19.24;0.26818743878714263;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;-1.306;-0.192;0.522;-0.395;-34.835;10.224;11.792;-0.38
2025-07-03T12:00:52.537129;19.24;0.23409007394283893;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;-1.306;-0.192;0.522;-0.395;-34.835;10.224;11.792;-0.38
2025-07-03T12:00:52.591071;19.29;0.23409007394283893;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;-23.008;-0.622;-2.707;-229.819;-78.135;-1.827;-203.389;4.376
2025-07-03T12:00:52.642968;19.35;0.23409007394283893;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;0.564;1.384;-5.703;-61.628;9.303;-1.976;-68.194;-8.063
2025-07-03T12:00:52.706986;19.41;0.23409007394283893;0.2175121757039703;26.89;22.205;8.008;3.613;0.904;15.203;1.332;-0.703;112.295;45.876;1.483;90.209;-6.291
2025-07-03T12:00:52.708001;19.41;0.23409007394283893;0.2175121757039703;30.388;20.995;5.525;4.715;0.93;15.203;1.332;-0.703;112.295;45.876;1.483;90.209;-6.291
2025-07-03T12:00:52.770277;19.47;0.23409007394283893;0.2175121757039703;30.388;20.995;5.525;4.715;0.93;11.895;-3.251;-1.571;207.815;69.571;-1.986;237.562;-0.255
2025-07-03T12:00:52.779677;19.48;0.23409007394283893;0.23162426905413724;30.388;20.995;5.525;4.715;0.93;11.895;-3.251;-1.571;207.815;69.571;-1.986;237.562;-0.255
2025-07-03T12:00:52.869341;19.57;0.23409007394283893;0.23162426905413724;12.588;7.334;5.262;2.91;0.979;11.895;-3.251;-1.571;207.815;69.571;-1.986;237.562;-0.255
2025-07-03T12:00:52.870384;19.57;0.23409007394283893;0.23162426905413724;12.588;7.334;5.262;2.91;0.979;0.948;-0.926;2.163;67.32;10.797;-9.076;108.363;3.052
2025-07-03T12:00:52.952008;19.66;0.23409007394283893;0.23162426905413724;12.588;7.334;5.262;2.91;0.979;-16.206;1.44;4.485;-122.197;-50.758;5.31;-101.973;3.962
2025-07-03T12:00:53.004550;19.71;0.23409007394283893;0.23162426905413724;12.588;7.334;5.262;2.91;0.979;-1.466;1.838;0.313;-108.688;-21.865;0.094;-113.16;1.884
2025-07-03T12:00:53.070869;19.77;0.23409007394283893;0.23162426905413724;12.588;7.334;5.262;2.91;0.979;-1.357;-0.433;-1.398;-96.88;-17.884;0.936;-109.173;0.293
2025-07-03T12:00:53.076870;19.78;0.23409007394283893;0.23162426905413724;10.513;6.171;5.062;3.227;0.728;-1.357;-0.433;-1.398;-96.88;-17.884;0.936;-109.173;0.293
2025-07-03T12:00:53.131752;19.83;0.23409007394283893;0.23162426905413724;10.513;6.171;5.062;3.227;0.728;-0.346;-0.129;-0.551;-26.657;0.669;2.03;-37.935;-2.193
2025-07-03T12:00:53.184474;19.89;0.23409007394283893;0.23162426905413724;10.513;6.171;5.062;3.227;0.728;-5.911;-0.925;0.392;22.525;-10.296;2.107;-1.207;-1.839
2025-07-03T12:00:53.238896;19.94;0.23409007394283893;0.23162426905413724;10.513;6.171;5.062;3.227;0.728;7.812;-1.023;-1.937;85.464;11.905;-4.529;40.322;3.038
2025-07-03T12:00:53.300358;20.0;0.23409007394283893;0.23162426905413724;10.541;7.977;3.978;2.461;0.629;7.812;-1.023;-1.937;85.464;11.905;-4.529;40.322;3.038
2025-07-03T12:00:53.355892;20.06;0.23409007394283893;0.23162426905413724;10.541;7.977;3.978;2.461;0.629;5.801;1.787;1.872;79.367;18.176;1.178;82.45;-0.806
2025-07-03T12:00:53.409285;20.11;0.23409007394283893;0.23162426905413724;10.541;7.977;3.978;2.461;0.629;3.986;2.222;0.408;34.464;19.02;3.475;40.8;-0.395
2025-07-03T12:00:53.462268;20.17;0.23409007394283893;0.23162426905413724;10.541;7.977;3.978;2.461;0.629;-3.006;-1.643;-0.784;10.986;1.931;-4.505;18.943;3.615
2025-07-03T12:00:53.515043;20.22;0.23409007394283893;0.23162426905413724;10.541;7.977;3.978;2.461;0.629;-14.591;-1.679;-1.06;-70.743;-44.178;1.467;-70.796;-7.338
2025-07-03T12:00:53.570093;20.27;0.23409007394283893;0.23162426905413724;10.541;7.977;3.978;2.461;0.629;3.331;2.626;2.309;-79.525;-15.859;2.083;-73.196;3.756
2025-07-03T12:00:53.575126;20.28;0.23409007394283893;0.23162426905413724;10.541;7.977;3.978;2.461;0.629;4.695;-1.547;-0.025;-12.95;19.604;0.981;-6.359;4.724
2025-07-03T12:00:53.636826;20.34;0.23409007394283893;0.20640220716621674;10.541;7.977;3.978;2.461;0.629;4.695;-1.547;-0.025;-12.95;19.604;0.981;-6.359;4.724
2025-07-03T12:00:53.689547;20.39;0.34682294535858815;0.20640220716621674;10.541;7.977;3.978;2.461;0.629;4.695;-1.547;-0.025;-12.95;19.604;0.981;-6.359;4.724
2025-07-03T12:00:53.690555;20.39;0.34682294535858815;0.20640220716621674;7.211;5.573;4.113;3.407;0.623;4.695;-1.547;-0.025;-12.95;19.604;0.981;-6.359;4.724
2025-07-03T12:00:53.693555;20.4;0.34682294535858815;0.20640220716621674;7.211;5.573;4.113;3.407;0.623;-5.61;-2.097;-1.622;-5.812;-0.781;-0.764;-23.93;-2.858
2025-07-03T12:00:53.750850;20.45;0.34682294535858815;0.20640220716621674;7.211;5.573;4.113;3.407;0.623;10.533;0.311;0.09;63.182;24.303;-2.447;78.723;-3.972
2025-07-03T12:00:53.803735;20.51;0.34682294535858815;0.20640220716621674;7.211;5.573;4.113;3.407;0.623;2.354;2.396;0.103;45.788;11.145;-2.723;73.196;0.325
2025-07-03T12:00:53.893460;20.6;0.34682294535858815;0.20640220716621674;5.018;2.659;3.946;2.628;0.627;2.354;2.396;0.103;45.788;11.145;-2.723;73.196;0.325
2025-07-03T12:00:54.002974;20.71;0.34682294535858815;0.20640220716621674;5.018;2.659;3.946;2.628;0.627;2.398;-0.613;-1.498;21.527;4.06;-0.288;14.719;-2.598
2025-07-03T12:00:54.055969;20.76;0.34682294535858815;0.20640220716621674;5.018;2.659;3.946;2.628;0.627;-0.392;2.013;0.789;6.925;0.409;2.948;20.326;5.898
2025-07-03T12:00:54.115763;20.82;0.34682294535858815;0.20640220716621674;4.166;2.834;3.984;2.316;0.501;-0.392;2.013;0.789;6.925;0.409;2.948;20.326;5.898
2025-07-03T12:00:54.117805;20.82;0.34682294535858815;0.20640220716621674;4.166;2.834;3.984;2.316;0.501;-8.275;-2.613;2.348;-46.795;-20.761;1.2;-47.098;-0.512
2025-07-03T12:00:54.170835;20.87;0.34682294535858815;0.20640220716621674;4.166;2.834;3.984;2.316;0.501;-3.625;-2.413;0.332;-25.033;-10.585;-2.314;-53.42;1.758
2025-07-03T12:00:54.172836;20.88;0.34682294535858815;0.20640220716621674;4.166;2.834;3.984;2.316;0.501;0.55;1.853;-0.002;-11.991;-2.528;1.482;-34.674;-2.463
2025-07-03T12:00:54.224623;20.93;0.34682294535858815;0.20640220716621674;4.166;2.834;3.984;2.316;0.501;-1.47;1.813;-0.815;-23.758;-12.812;-0.991;-36.246;1.419
2025-07-03T12:00:54.286043;20.99;0.34682294535858815;0.20640220716621674;4.166;2.834;3.984;2.316;0.501;3.049;-0.234;-1.344;25.644;14.221;0.798;46.361;-2.569
2025-07-03T12:00:54.294211;21.0;0.34682294535858815;0.20640220716621674;4.166;2.834;3.984;2.316;0.501;1.874;-2.133;-2.827;14.188;10.778;-0.03;9.877;-0.027
2025-07-03T12:00:54.350053;21.05;0.34682294535858815;0.20640220716621674;9.999;8.972;3.089;2.544;0.537;1.874;-2.133;-2.827;14.188;10.778;-0.03;9.877;-0.027
2025-07-03T12:00:54.403260;21.11;0.34682294535858815;0.20640220716621674;9.999;8.972;3.089;2.544;0.537;4.564;3.141;2.265;27.07;11.851;0.774;60.551;1.895
2025-07-03T12:00:54.455930;21.16;0.34682294535858815;0.20640220716621674;9.999;8.972;3.089;2.544;0.537;-1.581;0.696;1.578;2.611;-0.772;-1.977;38.144;-0.596
2025-07-03T12:00:54.508956;21.21;0.34682294535858815;0.20640220716621674;9.999;8.972;3.089;2.544;0.537;1.079;-3.137;0.54;10.102;6.337;0.541;-34.745;1.981
2025-07-03T12:00:54.611704;21.31;0.34682294535858815;0.26011187028942856;9.999;8.972;3.089;2.544;0.537;1.079;-3.137;0.54;10.102;6.337;0.541;-34.745;1.981
2025-07-03T12:00:54.613631;21.32;0.4084892477154396;0.26011187028942856;9.999;8.972;3.089;2.544;0.537;1.079;-3.137;0.54;10.102;6.337;0.541;-34.745;1.981
2025-07-03T12:00:54.614633;21.32;0.4084892477154396;0.26011187028942856;9.999;8.972;3.089;2.544;0.537;-6.862;1.674;-0.838;-48.658;-28.737;3.207;-108.1;-3.326
2025-07-03T12:00:54.618163;21.32;0.4084892477154396;0.26011187028942856;4.6;4.455;3.013;2.794;0.63;-6.862;1.674;-0.838;-48.658;-28.737;3.207;-108.1;-3.326
2025-07-03T12:00:54.676890;21.38;0.4084892477154396;0.26011187028942856;4.6;4.455;3.013;2.794;0.63;-3.172;-1.615;-1.408;-23.404;-10.127;-2.449;0.573;-2.405
2025-07-03T12:00:54.732344;21.44;0.4084892477154396;0.26011187028942856;4.6;4.455;3.013;2.794;0.63;3.657;-0.495;-0.924;22.538;11.737;0.509;87.704;2.435
2025-07-03T12:00:54.785824;21.49;0.4084892477154396;0.26011187028942856;4.6;4.455;3.013;2.794;0.63;3.966;1.861;1.928;10.687;6.552;-2.806;41.682;3.556
2025-07-03T12:00:54.837045;21.54;0.4084892477154396;0.26011187028942856;5.359;3.469;2.807;2.171;0.597;3.966;1.861;1.928;10.687;6.552;-2.806;41.682;3.556
2025-07-03T12:00:54.840060;21.54;0.4084892477154396;0.26011187028942856;5.359;3.469;2.807;2.171;0.597;-3.918;1.036;-0.122;-8.168;-0.482;4.175;-13.075;-5.036
2025-07-03T12:00:54.893093;21.6;0.4084892477154396;0.26011187028942856;5.359;3.469;2.807;2.171;0.597;6.402;-0.308;0.386;26.584;13.898;-0.092;-29.982;1.518
2025-07-03T12:00:54.946802;21.65;0.4084892477154396;0.26011187028942856;5.359;3.469;2.807;2.171;0.597;-0.398;-3.197;1.936;12.263;2.858;-4.252;-34.093;2.68
2025-07-03T12:00:55.028181;21.73;0.4084892477154396;0.26011187028942856;5.359;3.469;2.807;2.171;0.597;-3.572;1.991;-0.695;-16.396;-13.284;-0.268;-38.063;1.49
2025-07-03T12:00:55.092349;21.8;0.4084892477154396;0.26011187028942856;5.359;3.469;2.807;2.171;0.597;-2.454;-3.179;-3.328;-15.37;-10.597;2.69;21.341;-2.853
2025-07-03T12:00:55.097958;21.8;0.4084892477154396;0.26011187028942856;3.861;3.932;4.332;2.154;0.612;-2.454;-3.179;-3.328;-15.37;-10.597;2.69;21.341;-2.853
2025-07-03T12:00:55.212645;21.92;0.4084892477154396;0.26011187028942856;3.861;3.932;4.332;2.154;0.612;1.07;4.371;-0.08;-1.321;0.203;0.401;39.576;-1.339
2025-07-03T12:00:55.267281;21.97;0.4084892477154396;0.26011187028942856;3.861;3.932;4.332;2.154;0.612;5.233;-1.008;1.578;16.934;15.751;1.524;41.629;0.837
2025-07-03T12:00:55.370422;22.07;0.4084892477154396;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;5.233;-1.008;1.578;16.934;15.751;1.524;41.629;0.837
2025-07-03T12:00:55.372409;22.08;0.4084892477154396;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;-4.719;-1.278;2.533;10.378;-2.605;-4.468;11.651;-2.835
2025-07-03T12:00:55.425250;22.13;0.4084892477154396;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;2.78;0.345;-0.963;-10.246;4.037;-0.698;-7.71;0.9
2025-07-03T12:00:55.478326;22.18;0.4084892477154396;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;-4.415;0.465;-1.99;-1.814;-8.741;2.629;-51.745;-2.556
2025-07-03T12:00:55.531477;22.23;0.4084892477154396;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;9.758;1.441;0.402;4.361;4.524;2.433;-4.137;7.675
2025-07-03T12:00:55.583555;22.29;0.4084892477154396;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;-5.237;-1.991;-0.108;14.028;8.719;0.563;30.617;4.325
2025-07-03T12:00:55.585069;22.29;0.4084892477154396;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;-4.22;0.719;2.261;-30.491;-13.723;1.721;-47.565;-1.909
2025-07-03T12:00:55.637202;22.34;0.4454418080388449;0.26011187028942856;8.224;5.665;3.397;3.266;0.664;-4.22;0.719;2.261;-30.491;-13.723;1.721;-47.565;-1.909
2025-07-03T12:00:55.638217;22.34;0.4454418080388449;0.2178410884254774;8.224;5.665;3.397;3.266;0.664;-4.22;0.719;2.261;-30.491;-13.723;1.721;-47.565;-1.909
2025-07-03T12:00:55.640235;22.34;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;-4.22;0.719;2.261;-30.491;-13.723;1.721;-47.565;-1.909
2025-07-03T12:00:55.641229;22.34;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;-9.511;3.248;-0.485;-51.705;-23.399;-4.811;-54.609;-4.254
2025-07-03T12:00:55.694828;22.4;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;2.168;-5.785;-1.641;-28.988;-3.053;-1.523;-17.437;1.067
2025-07-03T12:00:55.748814;22.45;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;4.621;0.672;-2.843;20.326;12.157;0.068;32.388;-5.713
2025-07-03T12:00:55.802530;22.51;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;4.594;2.4;3.524;45.1;12.963;2.454;56.632;-0.917
2025-07-03T12:00:55.856827;22.56;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;-0.791;-0.454;1.268;34.219;5.528;0.265;23.219;3.969
2025-07-03T12:00:55.914866;22.62;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;3.24;-3.811;-2.145;22.674;5.418;0.166;13.849;-0.496
2025-07-03T12:00:55.969050;22.67;0.4454418080388449;0.2178410884254774;6.226;4.748;4.012;2.134;0.647;7.016;2.741;-0.514;11.043;10.026;-0.37;17.116;-1.95
2025-07-03T12:00:56.071765;22.77;0.4454418080388449;0.2178410884254774;4.389;3.966;2.276;2.051;0.691;7.016;2.741;-0.514;11.043;10.026;-0.37;17.116;-1.95
2025-07-03T12:00:56.073765;22.78;0.4454418080388449;0.2178410884254774;3.865;3.674;3.714;2.511;0.701;7.016;2.741;-0.514;11.043;10.026;-0.37;17.116;-1.95
2025-07-03T12:00:56.129807;22.83;0.4454418080388449;0.2178410884254774;3.865;3.674;3.714;2.511;0.701;-6.441;3.17;0.561;-20.798;-9.001;-1.399;-13.585;1.939
2025-07-03T12:00:56.133017;22.84;0.4454418080388449;0.2178410884254774;3.865;3.674;3.714;2.511;0.701;-1.001;0.29;0.108;-27.133;-10.195;-1.151;-30.173;1.164
2025-07-03T12:00:56.186055;22.89;0.4454418080388449;0.2178410884254774;3.865;3.674;3.714;2.511;0.701;-4.001;-0.091;1.719;0.571;2.005;3.617;-17.87;3.615
2025-07-03T12:00:56.250676;22.95;0.4454418080388449;0.2178410884254774;3.865;3.674;3.714;2.511;0.701;2.28;-5.109;-0.34;-8.123;-4.318;-1.605;-30.673;-0.359
2025-07-03T12:00:56.303241;23.01;0.4454418080388449;0.2178410884254774;3.865;3.674;3.714;2.511;0.701;-0.261;1.849;-1.984;3.504;4.698;1.694;23.054;-1.92
2025-07-03T12:00:56.305750;23.01;0.4454418080388449;0.2178410884254774;3.865;3.674;3.714;2.511;0.701;-0.973;1.489;-1.157;-3.527;-2.619;-2.579;33.038;-4.315
2025-07-03T12:00:56.410986;23.11;0.4454418080388449;0.2178410884254774;3.261;3.726;5.824;2.635;0.803;-0.973;1.489;-1.157;-3.527;-2.619;-2.579;33.038;-4.315
2025-07-03T12:00:56.412981;23.12;0.4454418080388449;0.2178410884254774;3.261;3.726;5.824;2.635;0.803;-1.198;-0.153;2.012;-30.257;-5.35;-0.977;-0.918;3.292
2025-07-03T12:00:56.464374;23.17;0.3017513796296259;0.2178410884254774;3.261;3.726;5.824;2.635;0.803;-1.198;-0.153;2.012;-30.257;-5.35;-0.977;-0.918;3.292
2025-07-03T12:00:56.466889;23.17;0.3017513796296259;0.2178410884254774;3.261;3.726;5.824;2.635;0.803;7.189;-1.101;1.427;24.989;12.105;-0.159;3.043;4.357
2025-07-03T12:00:56.467901;23.17;0.3017513796296259;0.2178410884254774;3.261;3.726;5.824;2.635;0.803;-8.162;-1.421;-0.815;7.172;-13.031;6.164;-38.904;-6.799
2025-07-03T12:00:56.520733;23.22;0.3017513796296259;0.2178410884254774;3.261;3.726;5.824;2.635;0.803;2.914;2.002;1.472;19.35;10.868;-0.46;29.767;-3.939
2025-07-03T12:00:56.578341;23.28;0.3017513796296259;0.2178410884254774;3.261;3.726;5.824;2.635;0.803;-1.768;1.079;-1.524;0.765;-5.209;-1.718;4.494;2.415
2025-07-03T12:00:56.580391;23.28;0.3017513796296259;0.2679294597837125;3.261;3.726;5.824;2.635;0.803;-1.768;1.079;-1.524;0.765;-5.209;-1.718;4.494;2.415
2025-07-03T12:00:56.633651;23.34;0.3017513796296259;0.2679294597837125;2.106;3.547;5.531;2.335;0.873;-1.768;1.079;-1.524;0.765;-5.209;-1.718;4.494;2.415
2025-07-03T12:00:56.634652;23.34;0.3017513796296259;0.2679294597837125;2.106;3.547;5.531;2.335;0.873;-0.365;-0.616;-1.781;2.846;2.165;-5.753;-1.109;5.29
2025-07-03T12:00:56.739688;23.44;0.3017513796296259;0.2679294597837125;2.106;3.547;5.531;2.335;0.873;0.051;-0.908;-2.444;-8.974;-0.875;1.985;-23.65;-1.594
2025-07-03T12:00:56.801009;23.5;0.3017513796296259;0.2679294597837125;2.106;3.547;5.531;2.335;0.873;2.617;0.924;3.668;-8.601;-3.393;-0.942;11.166;-1.316
