timestamp;session_duration;calm_probability;focus_probability;delta_CP3;delta_C3;delta_F5;delta_PO3;delta_PO4;delta_F6;delta_C4;delta_CP4;theta_CP3;theta_C3;theta_F5;theta_PO3;theta_PO4;theta_F6;theta_C4;theta_CP4;alpha_CP3;alpha_C3;alpha_F5;alpha_PO3;alpha_PO4;alpha_F6;alpha_C4;alpha_CP4;beta_CP3;beta_C3;beta_F5;beta_PO3;beta_PO4;beta_F6;beta_C4;beta_CP4;gamma_CP3;gamma_C3;gamma_F5;gamma_PO3;gamma_PO4;gamma_F6;gamma_C4;gamma_CP4;eeg_CP3;eeg_C3;eeg_F5;eeg_PO3;eeg_PO4;eeg_F6;eeg_C4;eeg_CP4
2025-08-01T11:53:41.858833;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-145.587;-213.759;-199.414;-74.917;-103.909;-253.848;-99.582;-87.05
2025-08-01T11:53:41.964733;0.14;;0.39941356951920337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-145.587;-213.759;-199.414;-74.917;-103.909;-253.848;-99.582;-87.05
2025-08-01T11:53:42.020338;0.2;;0.39941356951920337;8.233;15.824;4.781;4.328;3.023;17.193;5.778;4.404;7.483;17.3;13.625;2.421;2.373;22.104;5.839;4.505;4.011;7.813;15.078;1.578;1.718;8.71;1.526;2.802;2.521;5.841;4.882;2.033;3.029;4.231;1.483;2.798;0.55;0.625;0.848;0.212;0.356;1.167;0.175;0.424;-145.587;-213.759;-199.414;-74.917;-103.909;-253.848;-99.582;-87.05
2025-08-01T11:53:42.075897;0.25;;0.39941356951920337;10.005;20.751;16.307;4.858;4.915;13.9;3.95;6.164;8.436;17.826;20.419;4.092;5.006;15.713;3.775;5.38;5.574;7.292;8.037;4.379;2.993;8.312;2.662;2.728;4.509;5.405;10.402;2.129;1.728;8.008;1.346;3.152;0.794;1.163;1.734;0.358;0.537;1.556;0.253;0.596;-145.587;-213.759;-199.414;-74.917;-103.909;-253.848;-99.582;-87.05
2025-08-01T11:53:42.078894;0.26;;0.39941356951920337;10.005;20.751;16.307;4.858;4.915;13.9;3.95;6.164;8.436;17.826;20.419;4.092;5.006;15.713;3.775;5.38;5.574;7.292;8.037;4.379;2.993;8.312;2.662;2.728;4.509;5.405;10.402;2.129;1.728;8.008;1.346;3.152;0.794;1.163;1.734;0.358;0.537;1.556;0.253;0.596;-66.9;-70.514;-27.866;-43.469;-80.517;-91.367;-82.447;-58.006
2025-08-01T11:53:42.082896;0.26;;0.39941356951920337;5.391;18.098;17.945;2.347;4.519;15.932;2.833;2.838;4.118;14.33;22.519;3.598;6.253;13.622;2.656;4.744;5.979;9.206;17.404;2.806;5.143;9.755;1.686;5.4;8.381;13.872;14.224;3.6;6.383;13.114;2.853;6.179;0.9;1.372;1.912;0.322;0.597;1.613;0.281;0.526;-66.9;-70.514;-27.866;-43.469;-80.517;-91.367;-82.447;-58.006
2025-08-01T11:53:42.086895;0.26;;0.39941356951920337;5.391;18.098;17.945;2.347;4.519;15.932;2.833;2.838;4.118;14.33;22.519;3.598;6.253;13.622;2.656;4.744;5.979;9.206;17.404;2.806;5.143;9.755;1.686;5.4;8.381;13.872;14.224;3.6;6.383;13.114;2.853;6.179;0.9;1.372;1.912;0.322;0.597;1.613;0.281;0.526;48.206;68.488;66.906;14.928;-7.919;84.864;-6.14;19.653
2025-08-01T11:53:42.090409;0.27;;0.39941356951920337;5.391;18.098;17.945;2.347;4.519;15.932;2.833;2.838;4.118;14.33;22.519;3.598;6.253;13.622;2.656;4.744;5.979;9.206;17.404;2.806;5.143;9.755;1.686;5.4;8.381;13.872;14.224;3.6;6.383;13.114;2.853;6.179;0.9;1.372;1.912;0.322;0.597;1.613;0.281;0.526;80.853;134.793;122.736;46.475;42.26;175.296;40.409;58.454
2025-08-01T11:53:42.145478;0.32;;0.39941356951920337;5.391;18.098;17.945;2.347;4.519;15.932;2.833;2.838;4.118;14.33;22.519;3.598;6.253;13.622;2.656;4.744;5.979;9.206;17.404;2.806;5.143;9.755;1.686;5.4;8.381;13.872;14.224;3.6;6.383;13.114;2.853;6.179;0.9;1.372;1.912;0.322;0.597;1.613;0.281;0.526;52.845;71.504;59.492;28.196;32.518;97.56;49.561;40.537
2025-08-01T11:53:42.249998;0.43;;0.39941356951920337;5.391;18.098;17.945;2.347;4.519;15.932;2.833;2.838;4.118;14.33;22.519;3.598;6.253;13.622;2.656;4.744;5.979;9.206;17.404;2.806;5.143;9.755;1.686;5.4;8.381;13.872;14.224;3.6;6.383;13.114;2.853;6.179;0.9;1.372;1.912;0.322;0.597;1.613;0.281;0.526;28.263;44.969;7.392;6.758;22.689;37.207;28.217;15.744
