timestamp;heart_rate_bpm;rr_interval_ms;breathing_rate_rpm;breathing_amplitude;breathing_quality;battery_level
1753144212.902;74;808.6;14.2;157.758;excellent;100
1753144212.165;74;789.1;14.2;157.758;excellent;100
1753144212.954;74;740.2;14.2;157.758;excellent;100
1753144212.186;74;789.1;14.2;157.758;excellent;100
1753144212.975;74;740.2;14.2;157.758;excellent;100
1753144213.189;74;789.1;14.2;157.758;excellent;100
1753144213.978;74;740.2;14.2;157.758;excellent;100
1753144213.991;74;755.9;14.2;157.758;excellent;100
1753144213.996;74;755.9;14.2;157.758;excellent;100
1753144215.016;75;755.9;14.2;157.758;excellent;100
1753144215.024;75;862.3;12.9;142.641;fair;100
1753144215.028;75;862.3;12.9;142.641;fair;100
1753144216.043;75;862.3;12.9;142.641;fair;100
1753144216.049;75;825.2;12.9;142.641;fair;100
1753144216.053;75;825.2;12.9;142.641;fair;100
1753144217.074;75;825.2;12.9;142.641;fair;100
1753144217.107;75;906.2;12.9;142.641;fair;100
1753144217.127;75;906.2;12.9;142.641;fair;100
1753144218.141;74;906.2;12.9;142.641;fair;100
1753144218.163;74;902.3;12.5;134.925;good;100
1753144218.188;74;902.3;12.5;134.925;good;100
1753144219.197;73;902.3;12.5;134.925;good;100
1753144218.361;73;843.8;12.5;134.925;good;100
1753144219.205;73;832.0;12.5;134.925;good;100
1753144218.365;73;843.8;12.5;134.925;good;100
1753144219.209;73;832.0;12.5;134.925;good;100
1753144219.408;73;843.8;12.5;134.925;good;100
1753144220.252;73;832.0;12.5;134.925;good;100
1753144219.447;73;836.9;12.5;134.925;good;100
1753144220.284;73;821.3;12.5;134.925;good;100
1753144219.497;73;836.9;12.5;134.925;good;100
1753144220.334;73;821.3;12.5;134.925;good;100
1753144220.517;73;836.9;12.5;134.925;good;100
1753144221.354;73;821.3;12.5;134.925;good;100
1753144221.388;73;775.4;12.2;122.156;good;100
1753144221.407;73;775.4;12.2;122.156;good;100
1753144222.443;73;775.4;12.2;122.156;good;100
1753144222.518;73;912.1;12.2;122.156;good;100
1753144222.536;73;912.1;12.2;122.156;good;100
1753144223.558;73;912.1;12.2;122.156;good;100
1753144223.606;73;955.1;12.2;122.156;good;100
1753144223.617;73;955.1;12.2;122.156;good;100
1753144224.643;71;955.1;12.2;122.156;good;100
1753144223.782;71;867.2;12.5;117.052;fair;100
1753144224.65;71;905.3;12.5;117.052;fair;100
1753144223.788;71;867.2;12.5;117.052;fair;100
1753144224.655;71;905.3;12.5;117.052;fair;100
1753144224.806;71;867.2;12.5;117.052;fair;100
1753144225.673;71;905.3;12.5;117.052;fair;100
1753144225.684;71;904.3;12.5;117.052;fair;100
1753144225.688;71;904.3;12.5;117.052;fair;100
1753144226.697;71;904.3;12.5;117.052;fair;100
1753144226.702;71;823.2;12.5;117.052;fair;100
1753144226.707;71;823.2;12.5;117.052;fair;100
1753144227.726;70;823.2;12.5;117.052;fair;100
1753144227.771;70;816.4;11.9;112.068;fair;100
1753144227.798;70;816.4;11.9;112.068;fair;100
1753144229.822;71;816.4;11.9;112.068;fair;100
1753144228.153;71;837.9;11.9;112.068;fair;100
1753144229.029;71;799.8;11.9;112.068;fair;100
1753144229.828;71;791.0;11.9;112.068;fair;100
1753144228.158;71;837.9;11.9;112.068;fair;100
1753144229.034;71;799.8;11.9;112.068;fair;100
1753144229.834;71;791.0;11.9;112.068;fair;100
1753144229.183;72;837.9;11.9;112.068;fair;100
1753144230.059;72;799.8;11.9;112.068;fair;100
1753144230.859;72;791.0;11.9;112.068;fair;100
1753144230.941;72;848.6;10.9;55.95;fair;100
1753144230.966;72;848.6;10.9;55.95;fair;100
1753144231.832;72;848.6;10.9;55.95;fair;100
1753144232.011;72;848.6;10.9;55.95;fair;100
1753144232.07;72;771.5;10.9;55.95;fair;100
1753144232.086;72;771.5;10.9;55.95;fair;100
