timestamp;heart_rate_bpm;rr_interval_ms;breathing_rate_rpm;breathing_amplitude;breathing_quality;battery_level
1754063889.974;66;937.5;9.0;55.436;fair;100
1754063889.003;66;975.6;9.0;55.436;fair;100
1754063889.979;66;868.2;9.0;55.436;fair;100
1754063889.006;66;975.6;9.0;55.436;fair;100
1754063889.982;66;868.2;9.0;55.436;fair;100
1754063890.022;66;975.6;9.0;55.436;fair;100
1754063890.997;66;868.2;9.0;55.436;fair;100
1754063891.006;66;794.0;9.0;55.436;fair;100
1754063891.025;66;794.0;9.0;55.436;fair;100
1754063892.034;67;794.0;9.0;55.436;fair;100
1754063892.042;67;801.8;8.4;55.118;fair;100
1754063892.055;67;801.8;8.4;55.118;fair;100
1754063893.071;68;801.8;8.4;55.118;fair;100
1754063893.078;68;953.1;8.4;55.118;fair;100
1754063893.091;68;953.1;8.4;55.118;fair;100
1754063894.109;68;953.1;8.4;55.118;fair;100
1754063894.115;68;950.2;8.4;55.118;fair;100
1754063894.119;68;950.2;8.4;55.118;fair;100
1754063895.135;67;950.2;8.4;55.118;fair;100
1754063895.142;67;928.7;8.0;50.988;fair;100
1754063895.145;67;928.7;8.0;50.988;fair;100
1754063896.182;67;928.7;8.0;50.988;fair;100
1754063896.199;67;967.8;8.0;50.988;fair;100
1754063896.204;67;967.8;8.0;50.988;fair;100
1754063897.247;67;967.8;8.0;50.988;fair;100
1754063897.265;67;954.1;8.0;50.988;fair;100
1754063897.268;67;954.1;8.0;50.988;fair;100
1754063898.288;66;954.1;8.0;50.988;fair;100
1754063898.31;66;867.2;7.9;51.001;poor;100
1754063898.32;66;867.2;7.9;51.001;poor;100
1754063899.482;66;867.2;7.9;51.001;poor;100
1754063899.617;66;884.8;7.9;51.001;poor;100
1754063899.702;66;884.8;7.9;51.001;poor;100
1754063900.702;66;884.8;7.9;51.001;poor;100
1754063899.792;66;923.8;7.9;51.001;poor;100
1754063900.716;66;926.8;7.9;51.001;poor;100
1754063899.812;66;923.8;7.9;51.001;poor;100
1754063900.735;66;926.8;7.9;51.001;poor;100
1754063900.829;66;923.8;7.9;51.001;poor;100
1754063901.753;66;926.8;7.9;51.001;poor;100
1754063901.763;66;843.8;7.4;51.259;poor;100
1754063901.785;66;843.8;7.4;51.259;poor;100
1754063902.809;67;843.8;7.4;51.259;poor;100
1754063901.865;67;953.1;7.4;51.259;poor;100
1754063902.818;67;1022.5;7.4;51.259;poor;100
1754063901.871;67;953.1;7.4;51.259;poor;100
1754063902.824;67;1022.5;7.4;51.259;poor;100
1754063902.9;66;953.1;7.4;51.259;poor;100
1754063903.853;66;1022.5;7.4;51.259;poor;100
1754063903.885;66;925.8;7.4;51.259;poor;100
1754063903.904;66;925.8;7.4;51.259;poor;100
1754063904.923;66;925.8;7.4;51.259;poor;100
1754063904.928;66;927.7;7.5;52.523;poor;100
1754063904.938;66;927.7;7.5;52.523;poor;100
1754063905.96;65;927.7;7.5;52.523;poor;100
1754063905.963;65;982.4;7.5;52.523;poor;100
1754063905.968;65;982.4;7.5;52.523;poor;100
1754063906.98;65;982.4;7.5;52.523;poor;100
1754063906.983;65;944.3;7.5;52.523;poor;100
1754063906.986;65;944.3;7.5;52.523;poor;100
1754063908.002;65;944.3;7.5;52.523;poor;100
1754063908.008;65;848.6;7.5;45.537;poor;100
1754063908.012;65;848.6;7.5;45.537;poor;100
1754063909.015;65;848.6;7.5;45.537;poor;100
1754063909.026;65;906.2;7.5;45.537;poor;100
1754063909.047;65;906.2;7.5;45.537;poor;100
1754063910.891;65;906.2;7.5;45.537;poor;100
1754063911.072;65;906.2;7.5;45.537;poor;100
1754063910.134;65;943.4;7.4;31.37;fair;100
1754063911.077;65;839.8;7.4;31.37;fair;100
1754063910.138;65;943.4;7.4;31.37;fair;100
1754063911.082;65;839.8;7.4;31.37;fair;100
1754063911.152;66;943.4;7.4;31.37;fair;100
1754063912.096;66;839.8;7.4;31.37;fair;100
1754063912.098;66;909.2;7.4;31.37;fair;100
1754063912.102;66;909.2;7.4;31.37;fair;100
1754063913.116;66;909.2;7.4;31.37;fair;100
1754063913.119;66;958.0;7.4;31.37;fair;100
1754063913.121;66;958.0;7.4;31.37;fair;100
1754063914.202;66;958.0;7.4;31.37;fair;100
1754063913.368;66;870.1;7.3;28.751;poor;100
1754063914.238;66;918.0;7.3;28.751;poor;100
1754063913.471;66;870.1;7.3;28.751;poor;100
1754063914.341;66;918.0;7.3;28.751;poor;100
1754063914.472;66;870.1;7.3;28.751;poor;100
1754063915.342;66;918.0;7.3;28.751;poor;100
1754063914.378;66;968.8;7.3;28.751;poor;100
1754063915.346;66;895.5;7.3;28.751;poor;100
1754063914.381;66;968.8;7.3;28.751;poor;100
1754063915.349;66;895.5;7.3;28.751;poor;100
1754063915.38;66;968.8;7.3;28.751;poor;100
1754063916.349;66;895.5;7.3;28.751;poor;100
1754063916.356;66;906.2;7.3;28.751;poor;100
1754063916.359;66;906.2;7.3;28.751;poor;100
1754063917.361;66;906.2;7.3;28.751;poor;100
1754063917.366;66;972.7;7.7;28.581;poor;100
1754063917.369;66;972.7;7.7;28.581;poor;100
1754063918.383;66;972.7;7.7;28.581;poor;100
1754063918.387;66;963.9;7.7;28.581;poor;100
1754063918.39;66;963.9;7.7;28.581;poor;100
1754063920.414;65;963.9;7.7;28.581;poor;100
1754063920.419;65;911.1;8.2;35.159;poor;100
1754063920.423;65;911.1;8.2;35.159;poor;100
